user_id,video_id,00:00:04,00:00:05,00:00:06,00:00:07,00:00:08,00:00:09,00:00:10,00:00:11,00:00:12,00:00:13,00:00:14,00:00:15,00:00:16,00:00:17,00:00:18,00:00:19,00:00:20,00:00:21,00:00:22,00:00:23,00:00:24,00:00:25,00:00:26,00:00:27,00:00:28,00:00:29,00:00:30,00:00:31,00:00:32,00:00:33,00:00:34,00:00:35,00:00:36,00:00:37,00:00:38,00:00:39,00:00:40,00:00:41,00:00:42,00:00:43,00:00:44,00:00:45,00:00:46,00:00:47,00:00:48,00:00:49,00:00:50,00:00:51,00:00:52,00:00:53,00:00:54,00:00:55,00:00:56,00:00:57,00:00:58,00:00:59,00:01:00,00:01:01,00:01:02,00:01:03,00:01:04,00:01:05,00:00:00
0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,3,0.0,0.0,0.0,0.0,6.928571428571429,9.470588235294118,10.5625,2.0588235294117645,1.2352941176470589,1.3333333333333333,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,1.0,1.5,0.0,0.0,1.2,0.3333333333333333,0.7083333333333334,0.875,0.92,1.0,
4,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5,3,,0.0,36.7,29.555555555555557,,,,,41.375,66.0,52.0,6.0,11.75,,0.875,2.8,8.0,6.3,4.1,,11.666666666666666,0.6666666666666666,13.1875,14.5,2.1666666666666665,1.6666666666666667,1.7058823529411764,0.3333333333333333,0.0,0.35294117647058826,1.0,4.176470588235294,3.6470588235294117,29.944444444444443,24.176470588235293,31.764705882352942,59.714285714285715,55.666666666666664,37.916666666666664,26.4,39.8235294117647,11.941176470588236,41.411764705882355,20.88888888888889,43.6875,46.833333333333336,43.166666666666664,44.888888888888886,33.294117647058826,38.05263157894737,48.11764705882353,39.05263157894737,38.611111111111114,53.166666666666664,45.31578947368421,33.611111111111114,42.473684210526315,48.388888888888886,13.61111111111111,2.111111111111111,1.25,,
6,3,,,1.0,3.5,3.2222222222222223,1.6666666666666667,1.0909090909090908,3.6666666666666665,1.9166666666666667,1.0,1.0769230769230769,1.0,2.3846153846153846,3.5384615384615383,4.916666666666667,11.142857142857142,12.0,4.857142857142857,4.615384615384615,4.416666666666667,2.0714285714285716,2.3076923076923075,1.0769230769230769,0.1,16.4,16.846153846153847,0.5714285714285714,7.076923076923077,3.357142857142857,11.76923076923077,96.6923076923077,38.18181818181818,0.38461538461538464,36.714285714285715,0.42857142857142855,0.0,0.0,3.0,6.642857142857143,2.3333333333333335,0.5454545454545454,0.0,0.0,0.0,0.0,4.230769230769231,77.83333333333333,4.857142857142857,0.0,28.384615384615383,74.78571428571429,94.38461538461539,96.5,99.0,99.0,99.15384615384616,98.0,96.5,94.0,95.42857142857143,95.5,98.0,
7,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
8,3,,37.666666666666664,45.875,59.333333333333336,70.2,72.73333333333333,42.4375,41.333333333333336,20.125,8.1875,39.8125,2.125,12.058823529411764,30.125,28.25,15.8125,8.764705882352942,1.5625,7.294117647058823,27.11764705882353,40.588235294117645,27.0,23.529411764705884,23.88888888888889,20.9375,17.61111111111111,5.3125,5.705882352941177,2.9411764705882355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,1.0,1.0,1.0,
9,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,0.23076923076923078,6.545454545454546,14.0,24.384615384615383,1.0,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,1.4615384615384615,0.6153846153846154,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,10.538461538461538,41.23076923076923,30.53846153846154,1.1818181818181819,6.3076923076923075,12.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,
