user_id,video_id,00:01:11,00:01:12,00:01:13,00:01:14,00:01:15,00:01:16,00:01:17,00:01:18,00:01:19,00:01:20,00:01:21,00:01:22,00:01:23,00:01:24,00:01:25,00:01:26,00:01:27,00:01:28,00:01:29,00:01:30,00:01:31,00:01:32,00:01:33,00:01:34,00:01:35,00:01:36,00:01:37,00:01:38,00:01:39,00:01:40,00:01:41,00:01:42,00:01:43,00:01:44,00:01:45,00:01:46,00:01:47,00:01:48,00:01:49,00:01:50,00:01:51,00:01:52,00:01:53,00:01:54,00:01:55,00:01:56,00:01:57,00:01:58,00:01:59,00:02:00,00:02:01,00:02:02,00:02:03,00:02:04,00:02:05,00:02:06,00:02:07,00:02:08,00:02:09,00:02:10,00:02:11,00:02:12,00:02:13,00:02:14,00:02:15,00:02:16,00:02:17,00:02:18,00:02:19,00:02:20,00:02:21,00:02:22,00:02:23,00:02:24,00:02:25,00:02:26,00:02:27,00:02:28,00:02:29,00:02:30
0,1,2.875,2.0,2.2777777777777777,1.5789473684210527,3.789473684210526,5.25,3.263157894736842,2.5789473684210527,2.45,2.380952380952381,2.9523809523809526,4.65,3.619047619047619,3.6470588235294117,3.65,1.45,1.25,1.0,1.2,1.0,1.45,2.0,1.25,1.736842105263158,0.9473684210526315,1.0,1.0,1.0,1.0,0.5789473684210527,0.631578947368421,1.0,1.0,1.0,1.0,1.5555555555555556,1.0,0.9444444444444444,1.0,0.9473684210526315,1.0,0.6842105263157895,1.0,0.8947368421052632,0.7894736842105263,0.16666666666666666,0.6666666666666666,0.631578947368421,0.5555555555555556,0.3684210526315789,0.6666666666666666,0.3684210526315789,0.9444444444444444,0.8947368421052632,1.0,1.0,1.3888888888888888,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.2777777777777777,0.8888888888888888,1.0,3.5555555555555554,2.888888888888889,2.111111111111111,1.4444444444444444,2.0,2.5555555555555554,2.888888888888889,1.8333333333333333,1.1176470588235294,1.6111111111111112,1.2777777777777777,1.0588235294117647,1.7777777777777777,2.6666666666666665
1,1,0.0,0.0,0.09090909090909091,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2666666666666666,0.7333333333333333,0.5333333333333333,0.7857142857142857,0.13333333333333333,0.9333333333333333,0.0,1.0,0.9333333333333333,0.9333333333333333,0.8,1.1333333333333333,0.4666666666666667,0.5333333333333333,1.4666666666666666,1.2,0.7333333333333333,0.7333333333333333,0.5333333333333333,1.0666666666666667,1.4,1.0,0.3125,0.4,0.26666666666666666,0.26666666666666666,0.8,1.5,1.375,0.4666666666666667,0.2,0.8666666666666667,0.4666666666666667,1.0,0.5333333333333333,0.4,1.0,0.0,0.5333333333333333,0.8571428571428571,0.0,1.7777777777777777,6.4,7.133333333333334,7.8,1.2,1.2666666666666666,2.2666666666666666,2.466666666666667,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.4666666666666667,1.0
2,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6,0.4,0.2,0.0,0.0,0.25,1.0,0.0,
3,1,,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.2,0.6363636363636364,0.0,0.0,0.3333333333333333,0.391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.08695652173913043,0.0,0.45,0.0,0.045454545454545456,0.5,0.4117647058823529,0.6818181818181818,1.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.1538461538461537,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,99.5,1.1,1.0,1.0,,6.230769230769231,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.4375,0.0,41.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.38461538461538464,0.0,0.0,
6,1,,,0.0,0.8,0.2222222222222222,0.8,0.09090909090909091,0.3333333333333333,67.36363636363636,6.25,0.0,0.0,0.0,0.0,0.0,28.833333333333332,99.84615384615384,98.53846153846153,85.91666666666667,37.642857142857146,18.153846153846153,2.0,0.0,0.0,0.0,3.5833333333333335,11.428571428571429,28.416666666666668,85.07692307692308,100.0,56.0,1.7142857142857142,0.07692307692307693,0.5714285714285714,0.0,3.6666666666666665,0.0,0.0,0.5384615384615384,0.46153846153846156,6.642857142857143,1.0,,7.1,1.2307692307692308,0.07142857142857142,0.3076923076923077,0.5,0.0,10.923076923076923,0.5714285714285714,0.5384615384615384,0.0,0.0,0.0,0.0,,0.0,2.7142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.21428571428571427,0.14285714285714285,0.0,0.0,0.0,0.15384615384615385,0.3076923076923077,0.0
7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
